titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Bypassing of two-factor authentication,Espionage,China,,attore,,da_estrarre_con_llm,A China-aligned attacker bypassed virtual private network (VPN) accounts protected by two-factor authentication to attack governments and managed service providers in a multitude of industries.,https://www.cfr.org/cyber-operations/bypassing-of-two-factor-authentication
"Targeting of telecom companies across Africa, Europe, and Southeast Asia",Espionage,China,,attore,,da_estrarre_con_llm,"Gallium, an allegedly China-aligned threat actor, attacked telecom companies across the globe for several months.",https://www.cfr.org/cyber-operations/targeting-of-telecom-companies-across-africa-europe-and-southeast-asia
Gallium,,China,,attore,,da_estrarre_con_llm,Gallium is a possibly China-linked threat actor that has carried out attacks against telecom companies across the globe.,https://www.cfr.org/cyber-operations/gallium
Targeting of the Cambodian government,Espionage,China,Cambodia,attore,,da_estrarre_con_llm,The China-linked threat actor group Rancor targeted unnamed Cambodian government entities.,https://www.cfr.org/cyber-operations/targeting-of-the-cambodian-government
Attack on forum of Hong Kong protesters,Denial of service,China,Hong Kong,attore,,da_estrarre_con_llm,China’s government used its “Great Cannon” distributed denial of service (DDOS) system for the first time in two years to attack a forum where Hong Kong residents organized protests.,https://www.cfr.org/cyber-operations/attack-on-forum-of-hong-kong-protesters
Attack of  Japanese companies with links to China,Espionage,China,China,entrambi,,da_estrarre_con_llm,China-linked espionage group Bronze Butler targeted companies with head offices in Japan and subsidiaries in China to try to steal highly classified information.,https://www.cfr.org/cyber-operations/attack-of-japanese-companies-with-links-to-china
Targeting of U.S. manufacturing group,Espionage,China,United States,attore,,da_estrarre_con_llm,Chinese government hackers attacked the National Association of Manufacturers to steal information that might be useful in U.S.-China trade negotiations.,https://www.cfr.org/cyber-operations/targeting-of-u-s-manufacturing-group
Targeting of Avast,Espionage,China,Czech Republic,attore,,da_estrarre_con_llm,"China-aligned hackers breached Czech-based Avast’s network, aiming to compromise the CCleaner tool, which had previously been compromised in 2017.",https://www.cfr.org/cyber-operations/targeting-of-avast
Targeting of European and North American aerospace companies,Espionage,China,,attore,,da_estrarre_con_llm,A threat actor conducted a multiyear espionage effort aimed at the theft of intellectual property from European and North American aerospace companies to further the development of China’s C919 aircraft.,https://www.cfr.org/cyber-operations/targeting-of-european-and-north-american-aerospace-companies
PKplug,,China,,attore,,da_estrarre_con_llm,A Chinese-linked threat actor group active in Southeast Asia,https://www.cfr.org/cyber-operations/pkplug
Attacks in East and Southeast Asia,Espionage,China,"Indonesia, Myanmar, Taiwan, Vietnam",attore,,da_estrarre_con_llm,Chinese government threat actor PKplug targeted organizations in East and Southeast Asia.,https://www.cfr.org/cyber-operations/attacks-in-east-and-southeast-asia
Targeting of Japanese organizations,Espionage,China,Japan,attore,,da_estrarre_con_llm,Two Chinese government threat actors used a number of zero-day vulnerabilities in common Japanese software to target Japanese organizations over the course of several years.,https://www.cfr.org/cyber-operations/targeting-of-japanese-organizations
Compromise of Airbus suppliers,Espionage,China,,attore,,da_estrarre_con_llm,"A threat actor targeted virtual private networks (VPNs) used by suppliers of European aerospace company Airbus with a series of attacks. The attacks resulted in unauthorized access to data, including the theft of documents related to Airbus’s military transport plane A400M, designed with one of the most powerful propeller engines in the world.",https://www.cfr.org/cyber-operations/compromise-of-airbus-suppliers
Targeting of senior members of Tibetan groups,Espionage,China,China,entrambi,,da_estrarre_con_llm,"A threat actor aimed to infect mobile phones belonging to senior members of Tibetan groups, including people who worked directly for the Dalai Lama and lawmakers in Tibet’s parliament. The threat actor posed as a human rights worker or journalist and contacted victims through WhatsApp. The campaign involved Android browser vulnerabilities and Android and iOS […]",https://www.cfr.org/cyber-operations/targeting-of-senior-members-of-tibetan-groups
Poison Carp,Espionage,China,China,entrambi,,da_estrarre_con_llm,"This threat actor has targeted senior members of Tibetan groups by sending malicious links in WhatsApp messages, while posing as nongovernmental organization workers, journalists, or other fake personas.",https://www.cfr.org/cyber-operations/poison-carp
Targeting of enterprise VPN servers from Fortinet and Pulse Secure,,China,,attore,,da_estrarre_con_llm,Multiple threat actors targeted secure sockets layer (SSL) virtual private network (VPN) servers provided by cybersecurity companies Fortinet and Pulse Secure. It is uncertain whether the attacks were successful.,https://www.cfr.org/cyber-operations/targeting-of-enterprise-vpn-servers-from-fortinet-and-pulse-secure
Targeting of telecommunications operators in countries through which Uighurs are known to travel,Espionage,China,"India, Kazakhstan, Malaysia, Thailand, Turkey",attore,,da_estrarre_con_llm,"Multiple threat actors compromised telecoms networks across Central and Southeast Asia. The attacks were part of a wider cyber-espionage campaign targeting diplomats and state officials, and they signal China’s ability and intent to track the movements of Uighurs along a number of transit routes that they use to escape state persecution.",https://www.cfr.org/cyber-operations/targeting-of-telecommunications-operators-in-countries-through-which-uighurs-are-known-to-travel
Compromise of websites related to Uighur communities,Espionage,China,China,entrambi,,da_estrarre_con_llm,"Multiple threat actors compromised and exploited eleven websites that published news and cultural information related to the Uighur populations in China, particularly the East Turkestan region. The threat actors imitated the domains of Google, the Turkistan Times, and the Uyghur Academy, and used Google applications to gain access to Gmail accounts. Among other sensitive details […]",https://www.cfr.org/cyber-operations/compromise-of-websites-related-to-uighur-communities
Autumn Aperture—use of malicious websites to target foreign ministries and other entities,,Korea (Democratic People's Republic of),"China, France, Slovakia, South Africa, United States",vittima,,da_estrarre_con_llm,"A threat actor targeted a number of foreign ministries, a Chinese technology company, Stanford University, think tanks in the United States and the United Kingdom, and other entities that have focused on North Korea’s nuclear efforts or the related international sanctions. The threat actor created a network of malicious websites imitating the login portals of […]",https://www.cfr.org/cyber-operations/autumn-aperture-use-of-malicious-websites-to-target-foreign-ministries-and-other-entities
"Targeting of the Australian Parliament, including the Liberal, National, and Labor Parties",Espionage,China,Australia,attore,,da_estrarre_con_llm,A threat actor targeted the computer network of the Parliament of Australia. The hackers breached the Parliament’s network and the networks of the three largest political parties.,https://www.cfr.org/cyber-operations/targeting-of-the-australian-parliament-including-the-liberal-national-and-labor-parties
APT 41,Espionage,China,"France, Hong Kong, Japan, Singapore, United Kingdom, United States",attore,,da_estrarre_con_llm,"This threat actor has, since 2014, conducted operations backed by the Chinese government, including targeting the health-care and high-tech sectors and conducting espionage against political dissidents. It has simultaneously conducted its own for-profit illicit activity in the video games industry, amassing millions of dollars in digital currency to be sold to gamers on the black […]",https://www.cfr.org/cyber-operations/apt-41
"Targeting of German energy technology, chemicals, and consumer goods companies, among others",Espionage,China,Germany,attore,,da_estrarre_con_llm,"A threat actor used a Trojan horse to gain remote backdoor access to German energy technology company Siemens, chemical firm BASF, and consumer goods company Henkel. Non-German companies Roche, Lion Air, and Marriott were also targeted.",https://www.cfr.org/cyber-operations/targeting-of-german-energy-technology-chemicals-and-consumer-goods-companies-among-others
Operation Soft Cell,Espionage,China,,attore,2019-06-25,archivio_cfr_2019,"This threat actor hacked global telecommunications companies for personal data of government officials, activists, and dissidents of interest to Beijing.",https://www.cfr.org/cyber-operations/operation-soft-cell
Chinese intelligence repurposed NSA tools to attack private companies,Espionage,China,"Belgium, Luxembourg, The Philippines, Vietnam",attore,2019-05-06,archivio_cfr_2019,The threat actor repurposed hacking tools used against them by the U.S. National Security Agency (NSA) to attack private companies in Asia and Europe. These attacks went undetected for two years.,https://www.cfr.org/cyber-operations/chinese-intelligence-repurposed-nsa-tools-to-attack-private-companies
Compromise of Amnesty International Hong Kong,Espionage,China,Hong Kong,attore,2019-04-15,archivio_cfr_2019,This threat actor compromised Amnesty International Hong Kong’s system to steal the personal information of supporters.,https://www.cfr.org/cyber-operations/compromise-of-amnesty-international-hong-kong
Compromise of Bayer Pharmaceuticals,Data destruction,China,Germany,attore,2019-04-04,archivio_cfr_2019,"A threat actor put malicious software on Bayer’s computer system but did not steal any information, as reported by the company.",https://www.cfr.org/cyber-operations/compromise-of-bayer-pharmaceuticals
2019 Indonesian elections,Espionage,"China, Russian Federation",Indonesia,attore,2019-03-12,archivio_cfr_2019,Senior Indonesian election officials accused Chinese and Russian hackers of manipulating and modifying Indonesia’s voter data base to disrupt the presidential elections.,https://www.cfr.org/cyber-operations/2019-indonesian-elections
Targeting of universities’ maritime military secrets,Espionage,China,"Canada, United States",attore,2019-03-05,archivio_cfr_2019,"Chinese hackers targeted twenty-seven universities in the United States, Canada, and Southeast Asia as part of a scheme to steal research about maritime technology under development for military use.",https://www.cfr.org/cyber-operations/targeting-of-universities-maritime-military-secrets
Targeting of Visma,Espionage,China,Norway,attore,2019-02-06,archivio_cfr_2019,"Hackers used malware from the dark web to target a Norwegian internet service provider. The goal of the attack was to gain access to customers’ intellectual property, strategic plans, and emails.",https://www.cfr.org/cyber-operations/targeting-of-visma
Compromise of Managed Service Providers and technology companies,Espionage,China,"India, Japan, South Africa, Sweden, United States",attore,2018-12-20,archivio_cfr_2019,"The threat actor compromised eight technology service providers, including Hewlett Packard Enterprise and IBM (their cloud services in particular were targeted), to steal commercial secrets from over forty-five client technology companies. The victims include Swedish telecom giant Ericsson, U.S. Navy shipbuilder Huntington Ingalls Industries, and travel reservation system Sabre.",https://www.cfr.org/cyber-operations/compromise-of-managed-service-providers-and-technology-companies
Compromise of the EU’s diplomatic communication network,Espionage,China,,attore,2018-12-18,archivio_cfr_2019,"Hackers have infiltrated the EU’s diplomatic communication network for years, using phishing attacks to steal sensitive documents related to trade negotiations and meetings with foreign leaders.",https://www.cfr.org/cyber-operations/compromise-of-the-eus-diplomatic-communication-network
Targeting of U.S. Navy contractors,Espionage,China,United States,attore,2018-12-14,archivio_cfr_2019,"In a series of incidents, Chinese hackers breached U.S. Navy contractors’ systems to steal information including ship maintenance data and missile plans.",https://www.cfr.org/cyber-operations/targeting-of-u-s-navy-contractors
Compromise of Marriott International,Espionage,China,,attore,2018-11-30,archivio_cfr_2019,Marriott reported a massive data breach that affected up to five hundred million customers in its Starwood hotels reservation system. U.S. private investigators believe China is behind the hack.,https://www.cfr.org/cyber-operations/compromise-of-marriott-international
Jiangsu Province Ministry of State Security (JSSD),Espionage,China,,attore,,da_estrarre_con_llm,"This threat actor, headquartered in Nanjing, China, is a provincial foreign intelligence arm of China’s Ministry of State Security. Its activities include domestic counterintelligence, nonmilitary foreign intelligence, and political and domestic security. From at least January 2010, this threat actor has targeted U.S. and European commercial airliners for the purpose of stealing trade secrets. Several […]",https://www.cfr.org/cyber-operations/jiangsu-province-ministry-of-state-security-jssd
Compromise of American aerospace companies,Espionage,China,United States,attore,2018-10-30,archivio_cfr_2019,"This threat actor reportedly intruded into American aerospace companies’ computer systems to steal intellectual property and business information, including information related to turbofan engines used in commercial aircraft.",https://www.cfr.org/cyber-operations/compromise-of-american-aerospace-companies
Poison Ivy,Espionage,,China,vittima,2018-09-21,archivio_cfr_2019,"This threat actor targets government and private-sector entities in the defense, maritime, and science and technology sectors in China for espionage purposes. It is particularly interested in information related to cross–Taiwan Strait and U.S.-Sino relations.",https://www.cfr.org/cyber-operations/poison-ivy
Cobalt Dickens,Espionage,Iran (Islamic Republic of),"Australia, Canada, China, Israel, Japan, Switzerland, Turkey, United Kingdom, United States",vittima,2018-08-24,archivio_cfr_2019,This threat actor targets universities around the world for espionage purposes.,https://www.cfr.org/cyber-operations/cobalt-dickens
Targeting of organizations associated with trade activity with China,Espionage,China,"Brazil, Kenya, Mongolia, United States",attore,2018-08-16,archivio_cfr_2019,"A threat actor is targeting multiple organizations with trade ties to China, including those connected with China’s Belt and Road Initiative. The actor also targets organizations in advance of officials’ meetings with Chinese trade officials.",https://www.cfr.org/cyber-operations/targeting-of-organizations-associated-with-trade-activity-with-china
Compromise of Cambodian election organizations,Espionage,China,Cambodia,attore,2018-07-10,archivio_cfr_2019,"A threat actor compromises opposition parties, as well as organizations charged with overseeing the 2018 Cambodian elections, for espionage purposes.",https://www.cfr.org/cyber-operations/compromise-of-cambodian-election-organizations
Compromise of Australian National University,Espionage,China,Australia,attore,2018-07-06,archivio_cfr_2019,A threat actor has compromised the network of Australian National University for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-australian-national-university
RedAlpha,Espionage,China,India,attore,2018-06-26,archivio_cfr_2019,"This threat actor targets Tibetan organizations based in India, for the purpose of espionage.",https://www.cfr.org/cyber-operations/redalpha
Rancor,Espionage,China,"Cambodia, Singapore",attore,2018-06-26,archivio_cfr_2019,"This threat actor uses spear-phishing techniques to target political organizations in Southeast Asia, for the purpose of espionage.",https://www.cfr.org/cyber-operations/rancor
Thrip,Espionage,China,United States,attore,2018-06-19,archivio_cfr_2019,"This threat actor targets organizations in the satellite communications, telecommunications, geospatial-imaging, and defense sectors in the United States and Southeast Asia for espionage purposes.",https://www.cfr.org/cyber-operations/thrip
Mustang Panda,Espionage,China,United States,attore,2018-06-15,archivio_cfr_2019,This threat actor targets nongovernmental organizations using Mongolian-themed lures for espionage purposes.,https://www.cfr.org/cyber-operations/mustang-panda
Compromise of Mongolian government data center,Espionage,China,Mongolia,attore,2018-06-13,archivio_cfr_2019,A threat actor has compromised a government data center in Mongolia. Kaspersky Lab assesses that the threat actor used its access to compromise websites that they will use in subsequent watering-hole attacks.,https://www.cfr.org/cyber-operations/compromise-of-mongolian-government-data-center
Compromise of a U.S. Navy contractor,Espionage,China,United States,attore,2018-06-08,archivio_cfr_2019,"A threat actor compromises the networks of a contractor for the U.S. Navy, exfiltrating 614 gigabytes of sensitive information, including data related to a new U.S. anti-ship missile and submarine communications systems.",https://www.cfr.org/cyber-operations/compromise-of-a-u-s-navy-contractor
Targeting of South Korean actors prior to meeting of Donald J. Trump and Kim Jong-un,Espionage,"China, Russian Federation",Korea (Republic of),attore,2018-06-05,archivio_cfr_2019,"Two separate threat actors targeted South Korean government organizations prior to the meeting between U.S. President Donald J. Trump and North Korean leader Kim Jong-un, for the purpose of espionage.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-actors-prior-to-meeting-of-donald-j-trump-and-kim-jong-un
Winnti Umbrella,Espionage,China,"China, Hong Kong, Japan, Korea (Republic of), United Kingdom, United States",entrambi,2018-05-03,archivio_cfr_2019,"This threat actor targets software companies and political organizations in the United States, China, Japan, and South Korea. It primarily acts to support cyber operations conducted by other threat actors affiliated with Chinese intelligence services.",https://www.cfr.org/cyber-operations/winnti-umbrella
Operation GhostSecret,Espionage,Korea (Democratic People's Republic of),"Australia, Bangladesh, Brazil, Canada, China, France, Germany, Guatemala, Hong Kong, India, Japan, Thailand, United Kingdom, United States",vittima,2018-04-24,archivio_cfr_2019,"A threat actor targets critical infrastructure and organizations in the entertainment, finance, health-care, education, and telecommunications sectors.",https://www.cfr.org/cyber-operations/operation-ghostsecret
Targeting of Japanese companies,Espionage,China,Japan,attore,2018-04-22,archivio_cfr_2019,This threat actor targets Japanese media and defense companies for espionage purposes.,https://www.cfr.org/cyber-operations/targeting-of-japanese-companies
HenBox,Espionage,China,China,entrambi,2018-03-13,archivio_cfr_2019,"This threat actor targets Uighurs—a minority ethnic group located primarily in northwestern China—and devices from Chinese mobile phone manufacturer Xiaomi, for espionage purposes.",https://www.cfr.org/cyber-operations/henbox
Iron Tiger,Espionage,,"Australia, Canada, China, India, Iran (Islamic Republic of), Israel, Japan, Korea (Republic of), Russian Federation, Taiwan, Thailand, United States",vittima,2018-02-01,archivio_cfr_2019,"This threat actor targets governments as well as technology, education, and telecommunications companies primarily in Asia and the United States, for the purpose of espionage.",https://www.cfr.org/cyber-operations/iron-tiger
Indictment of APT 3 threat actors,Espionage,China,United States,attore,2017-11-27,archivio_cfr_2019,"The U.S. Department of Justice indicted three members of Boyusec, a China-based internet security firm, on charges including conspiring to commit computer fraud and abuse and conspiring to commit trade-secret theft. The victims included Moody’s Analytics, Siemens, and Trimble. Though not mentioned in the indictment, Boyusec is believed to work on behalf of China’s Ministry […]",https://www.cfr.org/cyber-operations/indictment-of-apt-3-threat-actors
JadeRAT,Espionage,China,China,entrambi,2017-10-20,archivio_cfr_2019,"This threat actor, using a tool called JadeRAT, targets the mobile phones of ethnic minorities in China, notably Uighurs, for the purpose of espionage.",https://www.cfr.org/cyber-operations/jaderat
APT 40,Espionage,China,"Hong Kong, Malaysia, The Philippines, United States",attore,2017-10-16,archivio_cfr_2019,"This threat actor targets defense contractors, law firms, engineering firms, shipping companies, and government agencies with responsibilities or business in the maritime industry.",https://www.cfr.org/cyber-operations/apt-40
Tick,Espionage,China,"China, Japan, Korea (Republic of), Russian Federation",entrambi,,da_estrarre_con_llm,"Japan announced a formal link between the threat actor Tick and Chinese intelligence, saying that it was responsible for a series of attacks in Japan. Tick has been active since at least 2008 and has primarily targeted Japan and South Korea. This threat actor targets organizations in the finance, defense, aerospace, technology, health-care, and automotive […]",https://www.cfr.org/cyber-operations/tick
Targeting of Chinese-language news websites,Espionage,China,United States,attore,2017-07-05,archivio_cfr_2019,"A threat actor targeted the China Digital Times, a civil-society and news organization based outside China that publishes English- and Chinese-language content, using phishing techniques with the goal of compromising its network.",https://www.cfr.org/cyber-operations/targeting-of-chinese-language-news-websites
WannaCry,Data destruction,Korea (Democratic People's Republic of),"China, France, Germany, Japan, Russian Federation, Spain, United Kingdom, United States",vittima,2017-06-14,archivio_cfr_2019,"A threat actor used a tool called WannaCry to encrypt data in compromised networks, and intended to provide the victims with the decryption key only after a ransom had been paid. The threat actors used an exploit, called EternalBlue–first discovered by the U.S. National Security Agency–to propagate WannaCry in organizations using the Windows operating system. On December […]",https://www.cfr.org/cyber-operations/wannacry
APT 10,Espionage,China,"Australia, Brazil, Canada, Finland, France, India, Japan, Korea (Republic of), New Zealand, Norway, South Africa, Sweden, Switzerland, Thailand, United Kingdom, United States",attore,2017-04-04,archivio_cfr_2019,Also known as TA410. This threat actor targets managed information technology service providers to access client information for espionage purposes. APT 10 has been active since at least 2009.,https://www.cfr.org/cyber-operations/apt-10
APT 16,Espionage,China,"Japan, Taiwan",attore,2016-12-16,archivio_cfr_2019,"This threat actor targets and compromises Japanese and Taiwanese entities in the finance, tech, media, and government sectors.",https://www.cfr.org/cyber-operations/apt-16
Compromise of gaming companies,Espionage,China,"China, Korea (Republic of), Russian Federation, Taiwan, United States",entrambi,2016-10-18,archivio_cfr_2019,"A threat actor uses a tool called PassCV to target video game companies, stealing digital certificates to use in cyber operations against other targets.",https://www.cfr.org/cyber-operations/compromise-of-gaming-companies
Compromise of entities involved in the China-Philippines territorial dispute,Espionage,China,The Philippines,attore,2016-07-12,archivio_cfr_2019,"A threat actor targeted the Department of Justice of the Philippines, the Asia-Pacific Economic Cooperation (APEC), and a major international law firm representing one of the parties in the dispute over the Scarborough Shoal.",https://www.cfr.org/cyber-operations/compromise-of-entities-involved-in-the-china-philippines-territorial-dispute
Project Sauron,Espionage,United States,"Belgium, China, Iran (Islamic Republic of), Russian Federation, Rwanda, Sweden",vittima,2016-07-08,archivio_cfr_2019,"This threat actor compromises targets in the Military, telecommunications, and financial sectors in Belgium, China, Iran, Russia, Sweden, and elsewhere.",https://www.cfr.org/cyber-operations/project-sauron
Network compromise at the Australian Bureau of Meteorology,Espionage,China,Australia,attore,2015-12-01,archivio_cfr_2019,A threat actor compromised the networks of Australia’s Bureau of Meteorology for espionage purposes.,https://www.cfr.org/cyber-operations/network-compromise-at-the-australian-bureau-of-meteorology
Targeting of the government of Thailand,Espionage,China,Thailand,attore,2015-11-24,archivio_cfr_2019,"A threat actor used a tool called Bookworm to compromise government agencies in Thailand, for the purpose of espionage.",https://www.cfr.org/cyber-operations/targeting-of-the-government-of-thailand
Compromise of the Permanent Court of Arbitration’s website,Espionage,China,,attore,2015-10-16,archivio_cfr_2019,"A threat actor compromised the website of the Permanent Course of Arbitration for espionage purposes, intending to compromise visitors to the website.",https://www.cfr.org/cyber-operations/compromise-of-the-permanent-court-of-arbitrations-website
Emissary Panda,Espionage,China,"France, United Kingdom, United States",attore,2015-08-05,archivio_cfr_2019,"This threat actor compromises web pages to lure targets for espionage purposes. It focuses on the aerospace, automotive, technology, and energy sectors, primarily in the United States and United Kingdom.",https://www.cfr.org/cyber-operations/emissary-panda
Compromise of United Airlines,Espionage,China,United States,attore,2015-07-29,archivio_cfr_2019,"A threat actor compromised the network of United Airlines for espionage purposes, gaining access to flight manifests.",https://www.cfr.org/cyber-operations/compromise-of-united-airlines
APT 3,Espionage,China,"Hong Kong, United Kingdom, United States",attore,2015-06-23,archivio_cfr_2019,"This threat actor targets and compromises entities in the defense, construction, technology, and transportation sectors. Up until 2015, it was primarily focused on U.S. and UK entities, but it shifted to Hong Kong–based targets afterward. The U.S. Department of Justice indicted three members of this threat actor group in November 2017 for compromising the networks of […]",https://www.cfr.org/cyber-operations/apt-3
Goblin Panda,,China,Vietnam,attore,2015-06-01,archivio_cfr_2019,This threat actor targets government agencies and entities in the defense and energy sectors in Southeast Asia with an interest in issues related to tensions in the South China Sea.,https://www.cfr.org/cyber-operations/goblin-panda
Ocean Lotus,Espionage,Vietnam,"Cambodia, China, Germany, Lao People's Democratic Republic, The Philippines, United States, Vietnam",vittima,2015-05-31,archivio_cfr_2019,"This threat actor, known to use watering-hole attacks to compromise victims, targets organizations of interest to the Vietnamese government for espionage purposes. Victims have included human rights organizations, research institutes and maritime construction firms in China, and media organizations. Also believed to have been responsible for disclosing confidential Filipino government documents.",https://www.cfr.org/cyber-operations/ocean-lotus
APT 17,Espionage,China,United States,attore,2015-05-14,archivio_cfr_2019,"This threat actor targets U.S. government entities, the defense industrial base, law firms, information technology companies, resource extraction companies, and nongovernmental organizations. Ethical hacking group Intrusion Truth doxed three members of this threat actor: two hackers plus the head of four Chinese companies who is also believed to be an officer of the Chinese Ministry of […]",https://www.cfr.org/cyber-operations/apt-17
Hellsing,Espionage,China,"India, Indonesia, Malaysia, The Philippines, United States",attore,2015-04-15,archivio_cfr_2019,"This threat actor uses spear-phishing techniques to compromise diplomatic targets in Southeast Asia, India, and the United States. It also seems to have targeted the APT 30.",https://www.cfr.org/cyber-operations/hellsing
APT 30,Espionage,China,"Cambodia, China, India, Indonesia, Korea (Republic of), Malaysia, Myanmar, Saudi Arabia, Singapore, Thailand, United States, Vietnam",entrambi,2015-04-12,archivio_cfr_2019,This threat actor uses spear-phishing techniques to target government and private sector agencies in the South China Sea region.,https://www.cfr.org/cyber-operations/apt-30
Disruption of GitHub,Denial of service,China,United States,attore,2015-03-27,archivio_cfr_2019,"A threat actor launched a denial of service attack against GitHub to prevent access to internet content banned in China, such as the New York Times. The incident was the first in which threat actors, believed to be associated with the government of China, used a tool dubbed the Great Cannon.",https://www.cfr.org/cyber-operations/disruption-of-github
Equation Group,Espionage,United States,"Afghanistan, Algeria, China, India, Iran (Islamic Republic of), Kenya, Lebanon, Libya, Mali, Pakistan, Russian Federation, Syrian Arab Republic, United Arab Emirates, United Kingdom, Yemen",vittima,2015-02-16,archivio_cfr_2019,"In 2015, Moscow-based Kaspersky Lab published a report on the Equation Group, a threat actor active since 2001 [PDF]. It was responsible for infecting approximately five hundred systems in at least forty-two countries. The malware used by Equation Group had the ability to reprogram hard drives and then self-destruct, which made the operations effectively invisible […]",https://www.cfr.org/cyber-operations/equation-group
Compromise of Anthem,Espionage,China,United States,attore,2015-02-06,archivio_cfr_2019,"A threat actor compromised a U.S. health insurance company, resulting in compromised personal data on eighty million customers.",https://www.cfr.org/cyber-operations/compromise-of-anthem
Operation Cleaver,Espionage,Iran (Islamic Republic of),"Canada, China, France, Germany, India, Israel, Korea (Republic of), Kuwait, Mexico, Pakistan, Qatar, Saudi Arabia, Turkey, United Kingdom, United States",vittima,2014-12-02,archivio_cfr_2019,"This threat actor targets governments and private sector entities for espionage and sabotage purposes. It is believed to be responsible for compromising U.S. Navy computers at the Navy Marine Corps Intranet in San Diego, the U.S. energy company Calpine Corporation, Saudi Aramco, Pemex, Qatar Airways, and Korean Air (http://www.reuters.com/article/2014/12/02/us-cybersecurity-iran-idUSKCN0JG18I20141202)",https://www.cfr.org/cyber-operations/operation-cleaver
Compromise of the U.S. National Oceanic and Atmospheric Administration,Espionage,China,,attore,2014-11-12,archivio_cfr_2019,Threat actors accessed weather network data,https://www.cfr.org/cyber-operations/compromise-of-the-u-s-national-oceanic-and-atmospheric-administration
Compromise of the U.S. Postal Service,Espionage,China,United States,attore,2014-11-09,archivio_cfr_2019,A threat actor compromised the networks of the U.S. Postal Service and gained access to employee data.,https://www.cfr.org/cyber-operations/compromise-of-the-u-s-postal-service
Compromise of iCloud in China,Espionage,China,China,entrambi,2014-10-21,archivio_cfr_2019,A threat actor compromised Apple’s iCloud service in China and intercepted user names and passwords of targeted iCloud users.,https://www.cfr.org/cyber-operations/compromise-of-icloud-in-china
Fake Occupy Central apps,Espionage,China,Hong Kong,attore,2014-09-17,archivio_cfr_2019,"Threat actor targeted pro-democracy activists by enticing them to download and install malware-laden Android apps, allowing the threat actors to remotely track and record conversations on compromised phones.",https://www.cfr.org/cyber-operations/fake-occupy-central-apps
Compromise of U.S. Transportation Command Contractors,Espionage,China,United States,attore,2014-09-17,archivio_cfr_2019,"A threat actor successfully compromises the networks of contractors for U.S. Transportation Command (TRANSCOM), a military command assigned with moving U.S. military personnel and assets around the world.",https://www.cfr.org/cyber-operations/compromise-of-u-s-transportation-command-contractors
DragonOK,Espionage,China,"Japan, Russian Federation, Taiwan",attore,2014-09-10,archivio_cfr_2019,"This threat actor targets high-tech and manufacturing companies, primarily from Japan, for the purpose of acquiring trade secrets. In 2017, cybersecurity firms released evidence pointing to the threat actor expanding its targets to Russian and Tibetan interests.",https://www.cfr.org/cyber-operations/dragonok
Moafee,Espionage,China,United States,attore,2014-09-10,archivio_cfr_2019,"This threat actor targets militaries and governments interested in the South China Sea, including the U.S. defense industrial base.",https://www.cfr.org/cyber-operations/moafee
Compromise of Community Health Systems,Espionage,China,United States,attore,2014-09-08,archivio_cfr_2019,"Community Health Systems, a large hospital group in the United States, announced that its computer networks  were compromised, leading to the exfiltration of Social Security numbers and other personal information of approximately 4.5 million people to China.",https://www.cfr.org/cyber-operations/compromise-of-community-health-systems
APT 12,Espionage,China,Japan,attore,2014-09-03,archivio_cfr_2019,"This threat actor targets organizations in Japan, Taiwan, and elsewhere in East Asia—including electronics manufacturers and telecommunications companies—for espionage purposes.",https://www.cfr.org/cyber-operations/apt-12
APT 18,Espionage,China,United States,attore,2014-09-02,archivio_cfr_2019,"This threat actor targets human rights groups, government entities, and companies in the pharmaceutical, medical, industrial, and information technology sectors.",https://www.cfr.org/cyber-operations/apt-18
Machete,Espionage,,"Argentina, Belgium, Brazil, China, Colombia, Cuba, Ecuador, France, Germany, Malaysia, Peru, Russian Federation, Spain, Sweden, United States, Venezuela (Bolivarian Republic of)",vittima,2014-08-20,archivio_cfr_2019,"This threat actor targets military, government entities, and telecommunications providers, primarily in Latin America, for the purpose of espionage.",https://www.cfr.org/cyber-operations/machete
Compromise of U.S. Investigations Services,Espionage,China,United States,attore,2014-08-06,archivio_cfr_2019,The contractor responsible for security clearance at the U.S. Department of Homeland Security had their networks hacked and employee information was compromised.,https://www.cfr.org/cyber-operations/compromise-of-u-s-investigations-services
Crouching Yeti,Espionage,Russian Federation,"China, France, Germany, Greece, Ireland, Italy, Japan, Poland, Russian Federation, Spain, Turkey, Ukraine, United Kingdom, United States",vittima,2014-07-31,archivio_cfr_2019,"Also known as Bromine. This threat actor targets companies in the education, energy, construction, information technology, and pharmaceutical sectors for the purposes of espionage. It uses malware tailored to target industrial control systems.",https://www.cfr.org/cyber-operations/crouching-yeti
Compromise of Canada’s National Research Council,Espionage,China,Canada,attore,2014-07-29,archivio_cfr_2019,A threat actor compromised the networks of Canada’s National Research Council and exfiltrated data for espionage purposes. The government of Canada confirmed that Chinese state-sponsored actors were responsible.,https://www.cfr.org/cyber-operations/compromise-of-canadas-national-research-council
