titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
"Targeting of emails of German lawmakers, military officials, and embassy staff",Doxing,Russian Federation,Germany,attore,2018-11-29,archivio_cfr_2019,"German security officials detected a cyberattack, believed to be by the Russian group Snake, on the email accounts of German celebrities, lawmakers, military officials, and staff of several German embassies.",https://www.cfr.org/cyber-operations/targeting-of-emails-of-german-lawmakers-military-officials-and-embassy-staff
Compromise of Ukrainian government,Espionage,Russian Federation,Ukraine,attore,2018-11-20,archivio_cfr_2019,A Russian actor tied to Russia’s Federal Security Service (FSB) targeted Ukrainian government agencies with a backdoor attacker called Pterodo before and during Russia’s seizure of Ukrainian vessels.,https://www.cfr.org/cyber-operations/compromise-of-ukrainian-government
Targeting of the Organization for the Prohibition of Chemical Weapons,Espionage,Russian Federation,Netherlands,attore,2018-10-04,archivio_cfr_2019,"A threat actor, believed to be Russian military intelligence, targeted the office of the Organization for the Prohibition of Chemical Weapons in The Hague with a view of compromising its Wi-Fi network for espionage purposes. Dutch authorities were able to foil the operation, and in a joint press conference with UK officials publicly identified four […]",https://www.cfr.org/cyber-operations/targeting-of-the-organization-for-the-prohibition-of-chemical-weapons
Compromise of the U.S. Anti-Doping Agency,Doxing,Russian Federation,United States,attore,2018-10-04,archivio_cfr_2019,"A threat actor compromised the U.S. Anti-Doping Agency. Seven of the individuals alleged to be behind this incident, believed to be Russian military intelligence (known as GRU), were indicted by the U.S. Justice Department.",https://www.cfr.org/cyber-operations/compromise-of-the-u-s-anti-doping-agency
Compromise of the Court of Arbitration for Sport,Doxing,Russian Federation,Switzerland,attore,2018-10-04,archivio_cfr_2019,"A threat actor compromised the Court of Arbitration for Sport. Seven of the individuals alleged to be behind this incident, believed to be Russian military intelligence (known as GRU), were indicted by the U.S. Justice Department.",https://www.cfr.org/cyber-operations/compromise-of-the-court-of-arbitration-for-sport
Compromise of the Canadian Centre for Ethics in Sport,Doxing,Russian Federation,Canada,attore,2018-10-04,archivio_cfr_2019,"A threat actor compromised the Canadian Centre for Ethics in Sport. Seven of the individuals alleged to be behind this incident, believed to be Russian military intelligence (known as GRU), were indicted by the U.S. Justice Department. Canada issued a statement attributing the incident to Russian military intelligence.",https://www.cfr.org/cyber-operations/compromise-of-the-canadian-centre-for-ethics-in-sport
Compromise of FIFA,Espionage,Russian Federation,Switzerland,attore,2018-10-04,archivio_cfr_2019,"A threat actor compromised the Federation Internationale de Football Association (FIFA). Seven of the individuals alleged to be behind this incident, believed to be Russian military intelligence (known as GRU), were indicted by the U.S. Justice Department.",https://www.cfr.org/cyber-operations/compromise-of-fifa
Targeting of Westinghouse Electric Corporation,Espionage,Russian Federation,United States,attore,2018-10-04,archivio_cfr_2019,"A threat actor targeted Westinghouse Electric Company, a nuclear power developer, for espionage purposes. One of the individuals alleged to be behind this incident, believed to be Russian military intelligence (known as GRU), was indicted by the U.S. Justice Department.",https://www.cfr.org/cyber-operations/targeting-of-westinghouse-electric-corporation
Global bank attacks,Financial Theft,Korea (Democratic People's Republic of),"Bangladesh, Brazil, Chile, Malaysia, Mexico, Poland, Russian Federation, Taiwan, The Philippines, Turkey, United States, Uruguay, Vietnam",vittima,2018-10-03,archivio_cfr_2019,A North Korean group is believed to have stolen hundreds of millions of dollars by infiltrating the computer systems of banks around the world since 2014.,https://www.cfr.org/cyber-operations/global-bank-attacks
Gorgon Group,Espionage,,"Russian Federation, Spain, United Kingdom, United States",vittima,2018-08-02,archivio_cfr_2019,Also known as Aggah. This threat actor targets government entities in the United States and Europe. It also conducts criminal operations.,https://www.cfr.org/cyber-operations/gorgon-group
Targeting of the office of U.S. Senator Claire McCaskill,Espionage,Russian Federation,United States,attore,2018-07-26,archivio_cfr_2019,"The office of U.S. Senator Claire McCaskill (D-MO) announced that it was targeted by Russian state-sponsored cyber actors, following a report of the incident in the Daily Beast.",https://www.cfr.org/cyber-operations/targeting-of-the-office-of-u-s-senator-claire-mccaskill
Compromise of U.S. electric utility control rooms,Sabotage,Russian Federation,United States,attore,,da_estrarre_con_llm,"A threat actor compromised air-gapped, or isolated, networks owned by U.S. electric utility companies by penetrating the networks of trusted vendors.",https://www.cfr.org/cyber-operations/compromise-of-u-s-electric-utility-control-rooms
Targeting of congressional campaigns for the 2018 U.S. midterm elections,Espionage,Russian Federation,United States,attore,2018-07-19,archivio_cfr_2019,A threat actor targets the campaigns of candidates running for Congress in the 2018 U.S. midterm elections.,https://www.cfr.org/cyber-operations/targeting-of-congressional-campaigns-for-the-2018-u-s-midterm-elections
Targeting of chemical research and media organizations in Germany,Espionage,Russian Federation,Germany,attore,2018-07-12,archivio_cfr_2019,"A threat actor targets German media companies and organizations involved in chemical weapons research, for the purpose of espionage.",https://www.cfr.org/cyber-operations/targeting-of-chemical-research-and-media-organizations-in-germany
Targeting of a chemical plant in Ukraine,Sabotage,Russian Federation,Ukraine,attore,2018-07-11,archivio_cfr_2019,A threat actor used a tool called VPNFilter to target a chemical plant in eastern Ukraine that provides chlorine to water- and sewage-treatment plants in that country. Ukraine’s intelligence service claims to have thwarted the incident.,https://www.cfr.org/cyber-operations/targeting-of-a-chemical-plant-in-ukraine
Targeting of financial and chemical organizations in Europe,Espionage,Russian Federation,"France, Germany, Netherlands, Russian Federation, Switzerland, Ukraine",entrambi,2018-06-19,archivio_cfr_2019,"A threat actor uses a tool, called Olympics Destroyer, to target financial organizations in Russia and biological and chemical laboratories in Ukraine and other countries in Europe.",https://www.cfr.org/cyber-operations/targeting-of-financial-and-chemical-organizations-in-europe
Targeting of German critical infrastructure sectors,Espionage,Russian Federation,Germany,attore,2018-06-07,archivio_cfr_2019,"A threat actor targeted critical infrastructure entities in the energy, water, and telecommunications sectors, prompting the German government to issue a public alert. In remarks following the alert’s release, the head of Germany’s domestic intelligence agency accused Russia of controlling the targeting campaign.",https://www.cfr.org/cyber-operations/targeting-of-german-critical-infrastructure-sectors
Targeting of South Korean actors prior to meeting of Donald J. Trump and Kim Jong-un,Espionage,"China, Russian Federation",Korea (Republic of),attore,2018-06-05,archivio_cfr_2019,"Two separate threat actors targeted South Korean government organizations prior to the meeting between U.S. President Donald J. Trump and North Korean leader Kim Jong-un, for the purpose of espionage.",https://www.cfr.org/cyber-operations/targeting-of-south-korean-actors-prior-to-meeting-of-donald-j-trump-and-kim-jong-un
Alleged Russian compromise of networking equipment,Sabotage,Russian Federation,"Ukraine, United Kingdom, United States",attore,2018-04-16,archivio_cfr_2019,"The U.S. Department of Homeland Security and the UK National Cyber Security Centre issued a joint alert warning of a Russian state-sponsored campaign to compromise networking equipment, such as routers and switches, to support their cyber operations. A few weeks later, the FBI took control of a botnet with over five hundred thousand compromised devices […]",https://www.cfr.org/cyber-operations/alleged-russian-compromise-of-networking-equipment
Operation Parliament,Espionage,,"Afghanistan, Canada, Chile, Denmark, Djibouti, Egypt, Germany, India, Iran (Islamic Republic of), Iraq, Israel, Jordan, Korea (Republic of), Kuwait, Lebanon, Morocco, Oman, Palestine, State of, Qatar, Russian Federation, Saudi Arabia, Serbia, Somalia, Syrian Arab Republic, United Arab Emirates, United Kingdom, United States",vittima,2018-04-12,archivio_cfr_2019,"This threat actor uses spear-phishing techniques to target parliaments, government ministries, academics, and media organizations, primarily in the Middle East, for the purpose of espionage.",https://www.cfr.org/cyber-operations/operation-parliament
Compromise of the German Foreign Office,Espionage,Russian Federation,Germany,attore,2018-03-16,archivio_cfr_2019,"A threat actor has compromised the German Foreign Office, for the purpose of espionage.",https://www.cfr.org/cyber-operations/compromise-of-the-german-foreign-office
Targeting of a European defense agency,Espionage,Russian Federation,,attore,2018-03-15,archivio_cfr_2019,"A threat actor targeted a European defense agency with a spear-phishing email, which only deploys a payload if the victim opens an email attachment and scrolls to page 3.",https://www.cfr.org/cyber-operations/targeting-of-a-european-defense-agency
Targeting of U.S. energy and other critical infrastructure sectors,Espionage,Russian Federation,United States,attore,2018-03-15,archivio_cfr_2019,"A threat actor that the U.S. government believes to be sponsored by the Russian government, targets entities in the U.S. energy, nuclear power, water, aviation, and critical manufacturing sectors. According to the Department of Homeland Security, this activity has been ongoing since at least 2014.",https://www.cfr.org/cyber-operations/targeting-of-u-s-energy-and-other-critical-infrastructure-sectors
Compromise of an air-gapped German government network,Espionage,Russian Federation,Germany,attore,2018-02-28,archivio_cfr_2019,"A threat actor compromised the Informationsverbund Berlin-Bonn, a computer network air gapped from the global internet, used by the German chancellery, parliament, Foreign Office, and other government departments based in Bonn, Germany.",https://www.cfr.org/cyber-operations/compromise-of-an-air-gapped-german-government-network
Targeting of foreign ministries,Espionage,Russian Federation,,attore,2018-02-28,archivio_cfr_2019,A threat actor targeted a foreign ministry in Europe and in North America using spear-phishing techniques for the purpose of espionage.,https://www.cfr.org/cyber-operations/targeting-of-foreign-ministries
Compromise of computer networks associated with the 2018 Pyeongchang Winter Olympics,Sabotage,Russian Federation,Korea (Republic of),attore,2018-02-12,archivio_cfr_2019,"A threat actor, using a tool called Olympic Destroyer, successfully disrupted computer networks associated with the 2018 Winter Olympics in Pyeongchang, South Korea, before the opening ceremony. Among other things, the incident crashed the Wi-Fi network in the Olympic stadium and the press center.",https://www.cfr.org/cyber-operations/compromise-of-computer-networks-associated-with-the-2018-pyeongchang-winter-olympics
Iron Tiger,Espionage,,"Australia, Canada, China, India, Iran (Islamic Republic of), Israel, Japan, Korea (Republic of), Russian Federation, Taiwan, Thailand, United States",vittima,2018-02-01,archivio_cfr_2019,"This threat actor targets governments as well as technology, education, and telecommunications companies primarily in Asia and the United States, for the purpose of espionage.",https://www.cfr.org/cyber-operations/iron-tiger
Compromise of the Dukes,Espionage,Netherlands,Russian Federation,vittima,2018-01-25,archivio_cfr_2019,"A threat actor successfully compromised the networks of the Dukes, gaining visibility into the Dukes’ targeting methods and operations. This compromise allegedly helped the U.S. intelligence community to attribute the 2016 compromise of the Democratic National Committee and other entities to Russian state-sponsored actors.",https://www.cfr.org/cyber-operations/compromise-of-the-dukes
Targeting of international sports federations,Espionage,Russian Federation,"Austria, Switzerland",attore,2018-01-12,archivio_cfr_2019,A threat actor targeted international sports organizations in Western Europe in the run-up to the International Olympic Committee’s banning Russian athletes from participating in the 2018 Winter Olympics in South Korea.,https://www.cfr.org/cyber-operations/targeting-of-international-sports-federations
Targeting of consulates and embassies in Eastern Europe,Espionage,Russian Federation,,attore,2018-01-09,archivio_cfr_2019,A threat actor targeted consulates and embassies in Eastern Europe for the purpose of espionage.,https://www.cfr.org/cyber-operations/targeting-of-consulates-and-embassies-in-eastern-europe
Targeting of the citizen journalism website Bellingcat,Espionage,Russian Federation,United Kingdom,attore,2017-11-02,archivio_cfr_2019,"A threat actor attempted to compromise Bellingcat, a citizen journalism website that conducts investigations, including about Russian involvement in the Syrian and Ukrainian conflicts.",https://www.cfr.org/cyber-operations/targeting-of-the-citizen-journalism-website-bellingcat
Bad Rabbit,Sabotage,Russian Federation,"Bulgaria, Japan, Russian Federation, Turkey, Ukraine",entrambi,2017-10-24,archivio_cfr_2019,"Using a tool called Bad Rabbit, a threat actor launched a ransomware operation that encrypted data on networks in Bulgaria, Japan, Russia, Turkey, and Ukraine. The operation is believed to have disrupted the Kiev metro system’s payment network and delayed flights at Odessa’s airport. In October 2018, the United Kingdom attributed this incident to Russian […]",https://www.cfr.org/cyber-operations/bad-rabbit
Tick,Espionage,China,"China, Japan, Korea (Republic of), Russian Federation",vittima,,da_estrarre_con_llm,"Japan announced a formal link between the threat actor Tick and Chinese intelligence, saying that it was responsible for a series of attacks in Japan. Tick has been active since at least 2008 and has primarily targeted Japan and South Korea. This threat actor targets organizations in the finance, defense, aerospace, technology, health-care, and automotive […]",https://www.cfr.org/cyber-operations/tick
Compromise of Kaspersky Labs,Espionage,Israel,Russian Federation,vittima,2017-10-10,archivio_cfr_2019,"A threat actor, believed to be the Israeli government, compromised Kaspersky Labs, a Russia-based cybersecurity company. The compromise of Kaspersky allegedly led Israeli intelligence to tip off U.S. officials that a former contractor had classified data from the National Security Agency on his home computer.",https://www.cfr.org/cyber-operations/compromise-of-kaspersky-labs
Targeting of a Swiss federal agency,Espionage,Russian Federation,Switzerland,attore,2017-09-15,archivio_cfr_2019,"A threat actor targeted servers controlled by the Swiss Federal Department of Defense, Civil Protection, and Sports.",https://www.cfr.org/cyber-operations/targeting-of-a-swiss-federal-agency
WhiteBear,Espionage,Russian Federation,"Korea (Republic of), United Kingdom, United States, Uzbekistan",attore,2017-08-30,archivio_cfr_2019,This threat actor targets defense contractors and diplomatic institutions for the purpose of espionage.,https://www.cfr.org/cyber-operations/whitebear
NotPetya,Data destruction,Russian Federation,"Argentina, Denmark, France, Russian Federation, Ukraine, United Kingdom, United States",entrambi,2017-07-01,archivio_cfr_2019,"Threat actors deploy a tool, called NotPetya, with the purpose of encrypting data on victims’ machines and rendering it unusable. The malware was spread through tax software that companies and individuals require for filing taxes in Ukraine. Australia, Estonia, Denmark, Lithuania, Ukraine, the United Kingdom, and the United States issued statements attributing NotPetya to Russian state-sponsored actors. […]",https://www.cfr.org/cyber-operations/notpetya
Targeting of employees of companies that operate U.S. nuclear power plants,Espionage,Russian Federation,United States,attore,2017-06-30,archivio_cfr_2019,"A threat actor targeted employees of companies that operate nuclear power plants in the United States, which prompted the Department of Homeland Security and the FBI to issue an alert to the industry. An administrative network of the Wolf Creek Nuclear Operating Corporation was compromised.",https://www.cfr.org/cyber-operations/targeting-of-employees-of-companies-that-operate-u-s-nuclear-power-plants
WannaCry,Data destruction,Korea (Democratic People's Republic of),"China, France, Germany, Japan, Russian Federation, Spain, United Kingdom, United States",vittima,2017-06-14,archivio_cfr_2019,"A threat actor used a tool called WannaCry to encrypt data in compromised networks, and intended to provide the victims with the decryption key only after a ransom had been paid. The threat actors used an exploit, called EternalBlue–first discovered by the U.S. National Security Agency–to propagate WannaCry in organizations using the Windows operating system. On December […]",https://www.cfr.org/cyber-operations/wannacry
Phishing campaign against Montenegro,Espionage,Russian Federation,Montenegro,attore,2017-06-06,archivio_cfr_2019,A threat actor targeted officials from Montenegro for the purpose of espionage. The phishing campaign came during the country’s accession to NATO.,https://www.cfr.org/cyber-operations/phishing-campaign-against-montenegro
Targeting of French presidential candidate Emmanuel Macron’s campaign,Espionage,Russian Federation,France,attore,2017-04-26,archivio_cfr_2019,A threat actor targeted the campaign of French presidential candidate Emmanuel Macron. The U.S. National Security Agency has confirmed that it believes Russia was responsible.,https://www.cfr.org/cyber-operations/targeting-of-french-presidential-candidate-emmanuel-macrons-campaign
Compromise of a Danish Ministry of Defense e-mail service,Espionage,Russian Federation,,attore,2017-04-23,archivio_cfr_2019,"A threat actor compromised an email service maintained by the Danish Ministry of Defense, and is also believed to have compromised Ministry of Foreign Affairs networks.",https://www.cfr.org/cyber-operations/compromise-of-a-danish-ministry-of-defense-e-mail-service
Compromise of the International Association of Athletics Federations,Espionage,Russian Federation,Switzerland,attore,2017-04-03,archivio_cfr_2019,"A threat actor compromises the networks of the International Association of Athletics Federations with the purpose of obtaining the medical records of athletes. In October 2018, the United States indicted seven alleged Russian military intelligence officials involved in the incident.",https://www.cfr.org/cyber-operations/compromise-of-the-international-association-of-athletics-federations
Targeting of Marco Rubio’s presidential campaign,Espionage,Russian Federation,United States,attore,2017-03-30,archivio_cfr_2019,A threat actor targeted the presidential campaign of U.S. Senator Marco Rubio.,https://www.cfr.org/cyber-operations/targeting-of-marco-rubios-presidential-campaign
Compromise of email accounts of a UK TV station,Espionage,Russian Federation,United Kingdom,attore,2017-03-30,archivio_cfr_2019,"A threat actor compromised Islam Channel, a small UK TV station, in July 2015. In October 2018, the United Kingdom publicly attributed the compromise to Russian military intelligence.",https://www.cfr.org/cyber-operations/compromise-of-email-accounts-of-a-uk-tv-station
Distributed denial of service against the government of Montenegro,Denial of service,Russian Federation,Montenegro,attore,2017-02-17,archivio_cfr_2019,A threat actor launched a distributed denial of service attack against government of Montenegro websites.,https://www.cfr.org/cyber-operations/distributed-denial-of-service-against-the-government-of-montenegro
Operation BugDrop,Espionage,Russian Federation,"Austria, Russian Federation, Saudi Arabia, Ukraine",entrambi,2017-02-17,archivio_cfr_2019,"This threat actor targets critical infrastructure entities in the oil and gas sector, primarily in Ukraine. The threat actors deploy the BugDrop malware to remotely access the microphones in their targets’ computers to eavesdrop on conversations.",https://www.cfr.org/cyber-operations/operation-bugdrop
Compromise of the Italian Ministry of Foreign Affairs,Espionage,Russian Federation,Italy,attore,2017-02-10,archivio_cfr_2019,A threat actor compromised the Italian Ministry of Foreign Affairs’ computer networks.,https://www.cfr.org/cyber-operations/compromise-of-the-italian-ministry-of-foreign-affairs
Attempted compromise of Norwegian government networks,Espionage,Russian Federation,Norway,attore,2017-02-04,archivio_cfr_2019,"A threat actor targeted the computer networks of the Norwegian government: the Ministry of Foreign Affairs, the army, a nuclear radiation protection agency, and a parliamentary group.",https://www.cfr.org/cyber-operations/attempted-compromise-of-norwegian-government-networks
Compromise of the Czech foreign minister’s computer,Espionage,Russian Federation,Czech Republic,attore,2017-01-31,archivio_cfr_2019,"A threat actor compromised the computer networks of the Ministry of Foreign Affairs of the Czech Republic, including those used by the foreign minister and close aides.",https://www.cfr.org/cyber-operations/compromise-of-the-czech-foreign-ministers-computer
Compromise of a mobile app used by Ukrainian artillery units,Espionage,Russian Federation,Ukraine,attore,2016-12-22,archivio_cfr_2019,A threat actor compromised a mobile app that Ukrainian artillery units used to assist with targeting. The compromise of the app is believed to have allowed the threat actor to monitor the movements of Ukrainian units in order to facilitate military targeting by Russian-backed rebels in eastern Ukraine.,https://www.cfr.org/cyber-operations/compromise-of-a-mobile-app-used-by-ukrainian-artillery-units
"A compromise causes a power outage in Kiev, Ukraine",Sabotage,Russian Federation,Ukraine,attore,2016-12-20,archivio_cfr_2019,"A threat actor compromised computer networks that control an electricity substation in the north of the Ukrainian capital, Kiev, causing a power outage. To accomplish its task, the threat actor used a tool known as CrashOverride.",https://www.cfr.org/cyber-operations/a-compromise-causes-a-power-outage-in-kiev-ukraine
Yahoo breach (2016),Espionage,Russian Federation,United States,attore,2016-12-14,archivio_cfr_2019,"A threat actor exploited a vulnerability in Yahoo’s account log-in process, allowing it to access user accounts without a password. Approximately thirty-two million accounts were affected.",https://www.cfr.org/cyber-operations/yahoo-breach-2016
Compromise of Ukrainian banks,Data destruction,Russian Federation,Ukraine,attore,2016-12-13,archivio_cfr_2019,A threat actor compromised Ukrainian banks.,https://www.cfr.org/cyber-operations/compromise-of-ukrainian-banks
Warning of impending incident on Russian banking network,Data destruction,,Russian Federation,vittima,2016-12-02,archivio_cfr_2019,Russian authorities warned that a foreign intelligence agency was seeking to compromise its banking sector.,https://www.cfr.org/cyber-operations/warning-of-impending-incident-on-russian-banking-network
Attempted compromise of U.S. think tanks,Espionage,Russian Federation,United States,attore,2016-11-09,archivio_cfr_2019,A threat actor attempted to compromise the networks of U.S. think tanks associated with international affairs and national security. The attempts occurred shortly after the U.S. election in 2016.,https://www.cfr.org/cyber-operations/attempted-compromise-of-u-s-think-tanks
Compromise of gaming companies,Espionage,China,"China, Korea (Republic of), Russian Federation, Taiwan, United States",vittima,2016-10-18,archivio_cfr_2019,"A threat actor uses a tool called PassCV to target video game companies, stealing digital certificates to use in cyber operations against other targets.",https://www.cfr.org/cyber-operations/compromise-of-gaming-companies
Compromise of the World Anti-Doping Agency,Espionage,Russian Federation,,attore,2016-09-13,archivio_cfr_2019,"The World Anti-Doping Agency (WADA) confirmed in September 2016 that it had been compromised by suspected Russian threat actors in a data leak of confidential information about forty-one athletes who competed in the Rio Olympic Games. The data revealed drug-test results and medical data pertaining to “therapeutic use exemptions,” situations in which WADA allows athletes […]",https://www.cfr.org/cyber-operations/compromise-of-the-world-anti-doping-agency
Project Sauron,Espionage,United States,"Belgium, China, Iran (Islamic Republic of), Russian Federation, Rwanda, Sweden",vittima,2016-07-08,archivio_cfr_2019,"This threat actor compromises targets in the Military, telecommunications, and financial sectors in Belgium, China, Iran, Russia, Sweden, and elsewhere.",https://www.cfr.org/cyber-operations/project-sauron
Spear-phishing campaign against Google accounts in 2015,Espionage,Russian Federation,United States,attore,2016-06-26,archivio_cfr_2019,"A threat actor conducted a spear-phishing campaign against more than 1,800 Google accounts, including those of military and government personnel, journalists, and nongovernmental organizations, for the purpose of espionage.",https://www.cfr.org/cyber-operations/spear-phishing-campaign-against-google-accounts-in-2015
Compromise of the Democratic National Committee,Espionage,Russian Federation,United States,attore,2016-06-14,archivio_cfr_2019,"In June 2016, suspected Russian threat actors were discovered in the networks of the U.S. Democratic National Committee (DNC). Intruders gained access to its research on Republican presidential candidate Donald J. Trump and emails and correspondences among DNC officials. Over the course of the presidential campaign, the threat actors released DNC correspondence through intermediaries such […]",https://www.cfr.org/cyber-operations/compromise-of-the-democratic-national-committee
RUAG espionage,Espionage,Russian Federation,Switzerland,attore,2016-05-23,archivio_cfr_2019,A threat actor compromised a Swiss defense contractor.,https://www.cfr.org/cyber-operations/ruag-espionage
Denial of service incident against media websites in Sweden,Denial of service,Russian Federation,Sweden,attore,2016-03-19,archivio_cfr_2019,"A threat actor launched a denial of service attack on ten news websites in Sweden, triggering a local police investigation. U.S. diplomatic cables later revealed that the United States suspected that Russia was responsible for the incident.",https://www.cfr.org/cyber-operations/denial-of-service-incident-against-media-websites-in-sweden
Compromise of a power grid in eastern Ukraine,Sabotage,Russian Federation,Ukraine,attore,2015-12-23,archivio_cfr_2019,"In December 2015, a threat actor compromised power distribution companies in western Ukraine, causing a power outage for more than 230,000 residents. Several control centers were targeted by suspected Russian hackers, who were able to siphon operator credentials and gain access to the power grid for the Ivano-Frankivsk region. The power outage lasted as long […]",https://www.cfr.org/cyber-operations/compromise-of-a-power-grid-in-eastern-ukraine
Attempted compromise of the Dutch organization investigating the crash of flight MH17,Espionage,Russian Federation,,attore,2015-10-22,archivio_cfr_2019,"A threat actor attempted to compromise the networks of the Dutch Safety Board, the group charged with investigating the crash of Malaysia Airlines Flight 17, which crashed in Ukraine.",https://www.cfr.org/cyber-operations/attempted-compromise-of-the-dutch-organization-investigating-the-crash-of-flight-mh17
Compromise of an unclassified network associated with the U.S. Joint Chiefs of Staff,Espionage,Russian Federation,United States,attore,2015-07-28,archivio_cfr_2019,A threat actor compromised an unclassified network used by the U.S. Joint Chiefs of Staff for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-an-unclassified-network-associated-with-the-u-s-joint-chiefs-of-staff
Gamaredon,Espionage,Russian Federation,Ukraine,attore,2015-04-28,archivio_cfr_2019,A Russian-linked threat group known as Gamaredon uses custom-developed malware in attacks aimed at Ukraine. The group has been active since at least 2013. Also known as Invisimole.,https://www.cfr.org/cyber-operations/gamaredon
Compromise of TV5 Monde,Defacement,Russian Federation,France,attore,2015-04-09,archivio_cfr_2019,"In May 2015, threat actors compromised French television network TV5 Monde, disrupting broadcasts for three hours and gaining access to the network’s social media accounts. A group allegedly allied with the self-declared Islamic State and calling itself the Cyber Caliphate initially claimed responsibility for the incident. However, later investigations revealed links to Russian hacking group […]",https://www.cfr.org/cyber-operations/compromise-of-tv5-monde
Compromise of unclassified White House networks,Espionage,Russian Federation,United States,attore,2015-04-07,archivio_cfr_2019,Threat actors compromised unclassified White House networks using access from compromised networks at the State Department.,https://www.cfr.org/cyber-operations/compromise-of-unclassified-white-house-networks
Targeting of Ukrainian law enforcement and government officials,Espionage,Russian Federation,Ukraine,attore,2015-03-13,archivio_cfr_2019,A threat actor attempted to compromise Ukrainian officials in government and law enforcement for espionage purposes. Ukrainian intelligence claims this was done in support of Russian-backed military activities in eastern Ukraine.,https://www.cfr.org/cyber-operations/targeting-of-ukrainian-law-enforcement-and-government-officials
Equation Group,Espionage,United States,"Afghanistan, Algeria, China, India, Iran (Islamic Republic of), Kenya, Lebanon, Libya, Mali, Pakistan, Russian Federation, Syrian Arab Republic, United Arab Emirates, United Kingdom, Yemen",vittima,2015-02-16,archivio_cfr_2019,"In 2015, Moscow-based Kaspersky Lab published a report on the Equation Group, a threat actor active since 2001 [PDF]. It was responsible for infecting approximately five hundred systems in at least forty-two countries. The malware used by Equation Group had the ability to reprogram hard drives and then self-destruct, which made the operations effectively invisible […]",https://www.cfr.org/cyber-operations/equation-group
Attempted compromise of Ukrainian email accounts,Espionage,Russian Federation,Ukraine,attore,2014-12-09,archivio_cfr_2019,A threat actor attempted to compromise email accounts in Ukraine for espionage purposes.,https://www.cfr.org/cyber-operations/attempted-compromise-of-ukrainian-email-accounts
Regin,Espionage,"United Kingdom, United States","Afghanistan, Algeria, Belgium, Brazil, Fiji, Germany, India, Indonesia, Iran (Islamic Republic of), Kiribati, Malaysia, Pakistan, Russian Federation, Syrian Arab Republic",vittima,2014-11-24,archivio_cfr_2019,"A threat actor, using a tool dubbed Regin, compromised telecommunications networks and collected information about how those networks operate to facilitate espionage on other targets such as governments, financial institutions, and academics.",https://www.cfr.org/cyber-operations/regin
Compromise of the U.S. State Department,Espionage,Russian Federation,United States,attore,2014-10-28,archivio_cfr_2019,A threat actor compromised the unclassified network of the State Department for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-the-u-s-state-department
DragonOK,Espionage,China,"Japan, Russian Federation, Taiwan",vittima,2014-09-10,archivio_cfr_2019,"This threat actor targets high-tech and manufacturing companies, primarily from Japan, for the purpose of acquiring trade secrets. In 2017, cybersecurity firms released evidence pointing to the threat actor expanding its targets to Russian and Tibetan interests.",https://www.cfr.org/cyber-operations/dragonok
Machete,Espionage,,"Argentina, Belgium, Brazil, China, Colombia, Cuba, Ecuador, France, Germany, Malaysia, Peru, Russian Federation, Spain, Sweden, United States, Venezuela (Bolivarian Republic of)",vittima,2014-08-20,archivio_cfr_2019,"This threat actor targets military, government entities, and telecommunications providers, primarily in Latin America, for the purpose of espionage.",https://www.cfr.org/cyber-operations/machete
Turla,Espionage,Russian Federation,"Armenia, Austria, Belarus, France, Germany, India, Iran (Islamic Republic of), Iraq, Kazakhstan, Netherlands, Poland, Romania, Russian Federation, Saudi Arabia, Tajikistan, United States, Uzbekistan",entrambi,2014-08-07,archivio_cfr_2019,"This threat actor targets governments, militaries, and research organizations for espionage purposes.",https://www.cfr.org/cyber-operations/turla
Crouching Yeti,Espionage,Russian Federation,"China, France, Germany, Greece, Ireland, Italy, Japan, Poland, Russian Federation, Spain, Turkey, Ukraine, United Kingdom, United States",entrambi,2014-07-31,archivio_cfr_2019,"Also known as Bromine. This threat actor targets companies in the education, energy, construction, information technology, and pharmaceutical sectors for the purposes of espionage. It uses malware tailored to target industrial control systems.",https://www.cfr.org/cyber-operations/crouching-yeti
Compromise of the Finnish Ministry of Foreign Affairs,Espionage,Russian Federation,,attore,2013-11-01,archivio_cfr_2019,A threat actor compromised Finland’s Ministry of Foreign Affairs for espionage purposes. The threat actor specifically targeted communications between Finland and the European Union.,https://www.cfr.org/cyber-operations/compromise-of-the-finnish-ministry-of-foreign-affairs
Team Spy Crew,Espionage,Russian Federation,"Belarus, Hungary",attore,2013-03-20,archivio_cfr_2019,This threat actor primarily compromises government entities and human rights activists in Eastern Europe and Central Asia for espionage purposes. It has also compromised private and public sector entities in the Middle East and in Western countries.,https://www.cfr.org/cyber-operations/team-spy-crew
Flame,Data destruction,"Israel, United States","Austria, Egypt, France, Hungary, Iran (Islamic Republic of), Israel, Lebanon, Russian Federation, Saudi Arabia, Sudan, Syrian Arab Republic, United Arab Emirates",vittima,2012-05-28,archivio_cfr_2019,"A threat actor, using a tool called Flame, targeted computers in the Middle East region; the most compromises were in Iran. This compromise gained widespread coverage due to the modular nature of the malware the threat actors used.",https://www.cfr.org/cyber-operations/flame
