titolo,categoria,sponsor_stato,paesi_vittima,ruolo,data_evento,fonte_data_evento,descrizione,link
Targeting of U.S. energy and other critical infrastructure sectors,Espionage,Russian Federation,United States,vittima,2018-03-15,archivio_cfr_2019,"A threat actor that the U.S. government believes to be sponsored by the Russian government, targets entities in the U.S. energy, nuclear power, water, aviation, and critical manufacturing sectors. According to the Department of Homeland Security, this activity has been ongoing since at least 2014.",https://www.cfr.org/cyber-operations/targeting-of-u-s-energy-and-other-critical-infrastructure-sectors
Iron Tiger,Espionage,,"Australia, Canada, China, India, Iran (Islamic Republic of), Israel, Japan, Korea (Republic of), Russian Federation, Taiwan, Thailand, United States",vittima,2018-02-01,archivio_cfr_2019,"This threat actor targets governments as well as technology, education, and telecommunications companies primarily in Asia and the United States, for the purpose of espionage.",https://www.cfr.org/cyber-operations/iron-tiger
Targeting of individuals of interest to the government of Lebanon,Espionage,Lebanon,"Canada, France, Germany, Lebanon, United States",vittima,2018-01-18,archivio_cfr_2019,"A threat actor used a tool, Dark Caracal, to target military personnel, activists, journalists, and lawyers for espionage purposes.",https://www.cfr.org/cyber-operations/targeting-of-individuals-of-interest-to-the-government-of-lebanon
APT 35,Espionage,Iran (Islamic Republic of),United States,vittima,,da_estrarre_con_llm,"This threat actor, whose activities date back to 2014, conducts long-term operations to collect strategic intelligence. They target U.S. and Middle Eastern defense, diplomatic, and government personnel, as well as private industries, including media, energy, business services, and telecommunications.",https://www.cfr.org/cyber-operations/apt-35
Targeting of Ethiopian dissidents,Espionage,Ethiopia,"United Kingdom, United States",vittima,2017-12-06,archivio_cfr_2019,"A threat actor targeted Ethiopian dissidents for the purpose of espionage, using commercially available spyware sold by Cyberbit, an Israel-based company. Cyberbit is also believed to have tried to sell its spyware to law enforcement and national security organizations in the Philippines, Thailand, Uzbekistan, and Zambia.",https://www.cfr.org/cyber-operations/targeting-of-ethiopian-dissidents
Indictment of APT 3 threat actors,Espionage,China,United States,vittima,2017-11-27,archivio_cfr_2019,"The U.S. Department of Justice indicted three members of Boyusec, a China-based internet security firm, on charges including conspiring to commit computer fraud and abuse and conspiring to commit trade-secret theft. The victims included Moody’s Analytics, Siemens, and Trimble. Though not mentioned in the indictment, Boyusec is believed to work on behalf of China’s Ministry […]",https://www.cfr.org/cyber-operations/indictment-of-apt-3-threat-actors
MuddyWater,Espionage,Iran (Islamic Republic of),"Georgia, India, Iraq, Israel, Pakistan, Saudi Arabia, Turkey, United Arab Emirates, United States",vittima,2017-11-14,archivio_cfr_2019,"This threat actor targets governments, primarily in the Middle East and South Asia, for espionage purposes.",https://www.cfr.org/cyber-operations/muddywater
APT 40,Espionage,China,"Hong Kong, Malaysia, The Philippines, United States",vittima,2017-10-16,archivio_cfr_2019,"This threat actor targets defense contractors, law firms, engineering firms, shipping companies, and government agencies with responsibilities or business in the maritime industry.",https://www.cfr.org/cyber-operations/apt-40
Targeting of U.S. electric companies,Espionage,Korea (Democratic People's Republic of),United States,vittima,2017-10-10,archivio_cfr_2019,A threat actor targeted U.S. electric companies with spear-phishing emails in an attempt to gain access to internal networks.,https://www.cfr.org/cyber-operations/targeting-of-u-s-electric-companies
Targeting North Korea’s Reconnaissance General Bureau,Denial of service,United States,Korea (Democratic People's Republic of),attore,2017-09-30,archivio_cfr_2019,"U.S. government officials told the Washington Post that the United States had launched a denial of service campaign against North Korea’s Reconnaissance General Bureau, the country’s intelligence agency.",https://www.cfr.org/cyber-operations/targeting-north-koreas-reconnaissance-general-bureau
APT 33,Espionage,Iran (Islamic Republic of),"Korea (Republic of), Saudi Arabia, United States",vittima,2017-09-20,archivio_cfr_2019,"This threat actor is an Iranian state-sponsored APT that targets private-sector entities in the aviation, energy, and petrochemical sectors for the purpose of espionage. It first became active in late 2015 or early 2016, and has been involved in a three-year campaign against multiple firms in the United States and Saudi Arabia. On December 19, […]",https://www.cfr.org/cyber-operations/apt-33
WhiteBear,Espionage,Russian Federation,"Korea (Republic of), United Kingdom, United States, Uzbekistan",vittima,2017-08-30,archivio_cfr_2019,This threat actor targets defense contractors and diplomatic institutions for the purpose of espionage.,https://www.cfr.org/cyber-operations/whitebear
CopyKittens,Espionage,Iran (Islamic Republic of),"Germany, Israel, Jordan, Saudi Arabia, United States",vittima,2017-07-25,archivio_cfr_2019,"This threat actor targets government institutions, universities, defense contractors, and large IT companies for the purpose of espionage.",https://www.cfr.org/cyber-operations/copykittens
Targeting of Chinese-language news websites,Espionage,China,United States,vittima,2017-07-05,archivio_cfr_2019,"A threat actor targeted the China Digital Times, a civil-society and news organization based outside China that publishes English- and Chinese-language content, using phishing techniques with the goal of compromising its network.",https://www.cfr.org/cyber-operations/targeting-of-chinese-language-news-websites
NotPetya,Data destruction,Russian Federation,"Argentina, Denmark, France, Russian Federation, Ukraine, United Kingdom, United States",vittima,2017-07-01,archivio_cfr_2019,"Threat actors deploy a tool, called NotPetya, with the purpose of encrypting data on victims’ machines and rendering it unusable. The malware was spread through tax software that companies and individuals require for filing taxes in Ukraine. Australia, Estonia, Denmark, Lithuania, Ukraine, the United Kingdom, and the United States issued statements attributing NotPetya to Russian state-sponsored actors. […]",https://www.cfr.org/cyber-operations/notpetya
Targeting of employees of companies that operate U.S. nuclear power plants,Espionage,Russian Federation,United States,vittima,2017-06-30,archivio_cfr_2019,"A threat actor targeted employees of companies that operate nuclear power plants in the United States, which prompted the Department of Homeland Security and the FBI to issue an alert to the industry. An administrative network of the Wolf Creek Nuclear Operating Corporation was compromised.",https://www.cfr.org/cyber-operations/targeting-of-employees-of-companies-that-operate-u-s-nuclear-power-plants
WannaCry,Data destruction,Korea (Democratic People's Republic of),"China, France, Germany, Japan, Russian Federation, Spain, United Kingdom, United States",vittima,2017-06-14,archivio_cfr_2019,"A threat actor used a tool called WannaCry to encrypt data in compromised networks, and intended to provide the victims with the decryption key only after a ransom had been paid. The threat actors used an exploit, called EternalBlue–first discovered by the U.S. National Security Agency–to propagate WannaCry in organizations using the Windows operating system. On December […]",https://www.cfr.org/cyber-operations/wannacry
Longhorn,Espionage,United States,,attore,2017-04-10,archivio_cfr_2019,"This threat actor compromises governments, international organizations, academic institutions, and financial, telecommunications, energy, aerospace, information technology, and natural resource  industries for espionage purposes. Some of the tools used by this threat actor were released by Wikileaks under the name “Vault 7.”",https://www.cfr.org/cyber-operations/longhorn
APT 10,Espionage,China,"Australia, Brazil, Canada, Finland, France, India, Japan, Korea (Republic of), New Zealand, Norway, South Africa, Sweden, Switzerland, Thailand, United Kingdom, United States",vittima,2017-04-04,archivio_cfr_2019,Also known as TA410. This threat actor targets managed information technology service providers to access client information for espionage purposes. APT 10 has been active since at least 2009.,https://www.cfr.org/cyber-operations/apt-10
Targeting of Marco Rubio’s presidential campaign,Espionage,Russian Federation,United States,vittima,2017-03-30,archivio_cfr_2019,A threat actor targeted the presidential campaign of U.S. Senator Marco Rubio.,https://www.cfr.org/cyber-operations/targeting-of-marco-rubios-presidential-campaign
Compromise the North Korean nuclear program,Sabotage,United States,Korea (Democratic People's Republic of),attore,2017-03-04,archivio_cfr_2019,"A threat actor, believed to be the United States, targeted computer networks and electronic components associated with the North Korean nuclear program to sabotage and slow its development.",https://www.cfr.org/cyber-operations/compromise-the-north-korean-nuclear-program
Yahoo breach (2016),Espionage,Russian Federation,United States,vittima,2016-12-14,archivio_cfr_2019,"A threat actor exploited a vulnerability in Yahoo’s account log-in process, allowing it to access user accounts without a password. Approximately thirty-two million accounts were affected.",https://www.cfr.org/cyber-operations/yahoo-breach-2016
Attempted compromise of U.S. think tanks,Espionage,Russian Federation,United States,vittima,2016-11-09,archivio_cfr_2019,A threat actor attempted to compromise the networks of U.S. think tanks associated with international affairs and national security. The attempts occurred shortly after the U.S. election in 2016.,https://www.cfr.org/cyber-operations/attempted-compromise-of-u-s-think-tanks
Compromise of gaming companies,Espionage,China,"China, Korea (Republic of), Russian Federation, Taiwan, United States",vittima,2016-10-18,archivio_cfr_2019,"A threat actor uses a tool called PassCV to target video game companies, stealing digital certificates to use in cyber operations against other targets.",https://www.cfr.org/cyber-operations/compromise-of-gaming-companies
Yahoo breach (2014),Espionage,,United States,vittima,2016-09-22,archivio_cfr_2019,"A threat actor compromised over approximately five hundred million accounts, giving it access to the names, email addresses, telephone numbers, and dates of birth associated with the accounts. Yahoo discloses that the compromise took place in 2014.",https://www.cfr.org/cyber-operations/yahoo-breach-2014
Project Sauron,Espionage,United States,"Belgium, China, Iran (Islamic Republic of), Russian Federation, Rwanda, Sweden",attore,2016-07-08,archivio_cfr_2019,"This threat actor compromises targets in the Military, telecommunications, and financial sectors in Belgium, China, Iran, Russia, Sweden, and elsewhere.",https://www.cfr.org/cyber-operations/project-sauron
Spear-phishing campaign against Google accounts in 2015,Espionage,Russian Federation,United States,vittima,2016-06-26,archivio_cfr_2019,"A threat actor conducted a spear-phishing campaign against more than 1,800 Google accounts, including those of military and government personnel, journalists, and nongovernmental organizations, for the purpose of espionage.",https://www.cfr.org/cyber-operations/spear-phishing-campaign-against-google-accounts-in-2015
Compromise of the Democratic National Committee,Espionage,Russian Federation,United States,vittima,2016-06-14,archivio_cfr_2019,"In June 2016, suspected Russian threat actors were discovered in the networks of the U.S. Democratic National Committee (DNC). Intruders gained access to its research on Republican presidential candidate Donald J. Trump and emails and correspondences among DNC officials. Over the course of the presidential campaign, the threat actors released DNC correspondence through intermediaries such […]",https://www.cfr.org/cyber-operations/compromise-of-the-democratic-national-committee
Targeting of the Islamic State group,Sabotage,United States,"Iraq, Syrian Arab Republic",attore,2016-02-28,archivio_cfr_2019,"The United States announced that it would conduct offensive cyber operations against the Islamic State with a view to disrupting its ability to recruit, communicate with, and exercise command and control over its fighters.",https://www.cfr.org/cyber-operations/targeting-of-the-islamic-state-group
Lazarus Group,Espionage,Korea (Democratic People's Republic of),"Bangladesh, Israel, Korea (Republic of), United States",vittima,2016-02-01,archivio_cfr_2019,"This threat actor targets and compromises entities primarily in South Korea and South Korean interests for espionage, disruption, and destruction. It has also been known to conduct cyber operations for financial gain, including targeting cryptocurrency exchanges. In 2018, the U.S. Department of Homeland Security issued a malware analysis report on a tool called Typeframe used […]",https://www.cfr.org/cyber-operations/lazarus-group
OilRig,Espionage,Iran (Islamic Republic of),"Israel, Kuwait, Lebanon, Qatar, Saudi Arabia, Turkey, United Arab Emirates, United States",vittima,2016-01-05,archivio_cfr_2019,"A threat actor believed to be Iran that targets private-sector and government entities for the purpose of espionage. In October 2019, revealed to have been compromised by Turla. Some operations previously attributed to the group may be Turla false flags.",https://www.cfr.org/cyber-operations/oilrig
Compromise of social media accounts of State Department officials,Espionage,Iran (Islamic Republic of),United States,vittima,2015-11-24,archivio_cfr_2019,A threat actor compromised social media accounts of junior State Department staff to launch spear-phishing campaigns for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-social-media-accounts-of-state-department-officials
Emissary Panda,Espionage,China,"France, United Kingdom, United States",vittima,2015-08-05,archivio_cfr_2019,"This threat actor compromises web pages to lure targets for espionage purposes. It focuses on the aerospace, automotive, technology, and energy sectors, primarily in the United States and United Kingdom.",https://www.cfr.org/cyber-operations/emissary-panda
Compromise of United Airlines,Espionage,China,United States,vittima,2015-07-29,archivio_cfr_2019,"A threat actor compromised the network of United Airlines for espionage purposes, gaining access to flight manifests.",https://www.cfr.org/cyber-operations/compromise-of-united-airlines
Compromise of an unclassified network associated with the U.S. Joint Chiefs of Staff,Espionage,Russian Federation,United States,vittima,2015-07-28,archivio_cfr_2019,A threat actor compromised an unclassified network used by the U.S. Joint Chiefs of Staff for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-an-unclassified-network-associated-with-the-u-s-joint-chiefs-of-staff
APT 3,Espionage,China,"Hong Kong, United Kingdom, United States",vittima,2015-06-23,archivio_cfr_2019,"This threat actor targets and compromises entities in the defense, construction, technology, and transportation sectors. Up until 2015, it was primarily focused on U.S. and UK entities, but it shifted to Hong Kong–based targets afterward. The U.S. Department of Justice indicted three members of this threat actor group in November 2017 for compromising the networks of […]",https://www.cfr.org/cyber-operations/apt-3
Ocean Lotus,Espionage,Vietnam,"Cambodia, China, Germany, Lao People's Democratic Republic, The Philippines, United States, Vietnam",vittima,2015-05-31,archivio_cfr_2019,"This threat actor, known to use watering-hole attacks to compromise victims, targets organizations of interest to the Vietnamese government for espionage purposes. Victims have included human rights organizations, research institutes and maritime construction firms in China, and media organizations. Also believed to have been responsible for disclosing confidential Filipino government documents.",https://www.cfr.org/cyber-operations/ocean-lotus
APT 17,Espionage,China,United States,vittima,2015-05-14,archivio_cfr_2019,"This threat actor targets U.S. government entities, the defense industrial base, law firms, information technology companies, resource extraction companies, and nongovernmental organizations. Ethical hacking group Intrusion Truth doxed three members of this threat actor: two hackers plus the head of four Chinese companies who is also believed to be an officer of the Chinese Ministry of […]",https://www.cfr.org/cyber-operations/apt-17
Hellsing,Espionage,China,"India, Indonesia, Malaysia, The Philippines, United States",vittima,2015-04-15,archivio_cfr_2019,"This threat actor uses spear-phishing techniques to compromise diplomatic targets in Southeast Asia, India, and the United States. It also seems to have targeted the APT 30.",https://www.cfr.org/cyber-operations/hellsing
APT 30,Espionage,China,"Cambodia, China, India, Indonesia, Korea (Republic of), Malaysia, Myanmar, Saudi Arabia, Singapore, Thailand, United States, Vietnam",vittima,2015-04-12,archivio_cfr_2019,This threat actor uses spear-phishing techniques to target government and private sector agencies in the South China Sea region.,https://www.cfr.org/cyber-operations/apt-30
Compromise of unclassified White House networks,Espionage,Russian Federation,United States,vittima,2015-04-07,archivio_cfr_2019,Threat actors compromised unclassified White House networks using access from compromised networks at the State Department.,https://www.cfr.org/cyber-operations/compromise-of-unclassified-white-house-networks
Disruption of GitHub,Denial of service,China,United States,vittima,2015-03-27,archivio_cfr_2019,"A threat actor launched a denial of service attack against GitHub to prevent access to internet content banned in China, such as the New York Times. The incident was the first in which threat actors, believed to be associated with the government of China, used a tool dubbed the Great Cannon.",https://www.cfr.org/cyber-operations/disruption-of-github
Equation Group,Espionage,United States,"Afghanistan, Algeria, China, India, Iran (Islamic Republic of), Kenya, Lebanon, Libya, Mali, Pakistan, Russian Federation, Syrian Arab Republic, United Arab Emirates, United Kingdom, Yemen",attore,2015-02-16,archivio_cfr_2019,"In 2015, Moscow-based Kaspersky Lab published a report on the Equation Group, a threat actor active since 2001 [PDF]. It was responsible for infecting approximately five hundred systems in at least forty-two countries. The malware used by Equation Group had the ability to reprogram hard drives and then self-destruct, which made the operations effectively invisible […]",https://www.cfr.org/cyber-operations/equation-group
Compromise of Anthem,Espionage,China,United States,vittima,2015-02-06,archivio_cfr_2019,"A threat actor compromised a U.S. health insurance company, resulting in compromised personal data on eighty million customers.",https://www.cfr.org/cyber-operations/compromise-of-anthem
Compromise of the Sands Casino,Data destruction,Iran (Islamic Republic of),United States,vittima,2014-12-12,archivio_cfr_2019,Threat actors launched a denial of service attack and wiped data from the computer networks at the Sands Casino in Las Vegas.,https://www.cfr.org/cyber-operations/compromise-of-the-sands-casino
Compromise of Sony Pictures Entertainment,Doxing,Korea (Democratic People's Republic of),United States,vittima,2014-12-03,archivio_cfr_2019,"Threat actors compromised the networks of Sony Pictures Entertainment, destroyed data, and publicly released employee emails. The United States attributed the incident to North Korea, which is believed to have staged the attack to prevent Sony from releasing the film The Interview, which depicts an assassination plot against North Korean leader Kim Jong-un. The compromise […]",https://www.cfr.org/cyber-operations/compromise-of-sony-pictures-entertainment
Operation Cleaver,Espionage,Iran (Islamic Republic of),"Canada, China, France, Germany, India, Israel, Korea (Republic of), Kuwait, Mexico, Pakistan, Qatar, Saudi Arabia, Turkey, United Kingdom, United States",vittima,2014-12-02,archivio_cfr_2019,"This threat actor targets governments and private sector entities for espionage and sabotage purposes. It is believed to be responsible for compromising U.S. Navy computers at the Navy Marine Corps Intranet in San Diego, the U.S. energy company Calpine Corporation, Saudi Aramco, Pemex, Qatar Airways, and Korean Air (http://www.reuters.com/article/2014/12/02/us-cybersecurity-iran-idUSKCN0JG18I20141202)",https://www.cfr.org/cyber-operations/operation-cleaver
Regin,Espionage,"United Kingdom, United States","Afghanistan, Algeria, Belgium, Brazil, Fiji, Germany, India, Indonesia, Iran (Islamic Republic of), Kiribati, Malaysia, Pakistan, Russian Federation, Syrian Arab Republic",attore,2014-11-24,archivio_cfr_2019,"A threat actor, using a tool dubbed Regin, compromised telecommunications networks and collected information about how those networks operate to facilitate espionage on other targets such as governments, financial institutions, and academics.",https://www.cfr.org/cyber-operations/regin
Compromise of the U.S. Postal Service,Espionage,China,United States,vittima,2014-11-09,archivio_cfr_2019,A threat actor compromised the networks of the U.S. Postal Service and gained access to employee data.,https://www.cfr.org/cyber-operations/compromise-of-the-u-s-postal-service
Compromise of the U.S. State Department,Espionage,Russian Federation,United States,vittima,2014-10-28,archivio_cfr_2019,A threat actor compromised the unclassified network of the State Department for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-the-u-s-state-department
Compromise of U.S. Transportation Command Contractors,Espionage,China,United States,vittima,2014-09-17,archivio_cfr_2019,"A threat actor successfully compromises the networks of contractors for U.S. Transportation Command (TRANSCOM), a military command assigned with moving U.S. military personnel and assets around the world.",https://www.cfr.org/cyber-operations/compromise-of-u-s-transportation-command-contractors
Moafee,Espionage,China,United States,vittima,2014-09-10,archivio_cfr_2019,"This threat actor targets militaries and governments interested in the South China Sea, including the U.S. defense industrial base.",https://www.cfr.org/cyber-operations/moafee
Compromise of Community Health Systems,Espionage,China,United States,vittima,2014-09-08,archivio_cfr_2019,"Community Health Systems, a large hospital group in the United States, announced that its computer networks  were compromised, leading to the exfiltration of Social Security numbers and other personal information of approximately 4.5 million people to China.",https://www.cfr.org/cyber-operations/compromise-of-community-health-systems
APT 18,Espionage,China,United States,vittima,2014-09-02,archivio_cfr_2019,"This threat actor targets human rights groups, government entities, and companies in the pharmaceutical, medical, industrial, and information technology sectors.",https://www.cfr.org/cyber-operations/apt-18
Machete,Espionage,,"Argentina, Belgium, Brazil, China, Colombia, Cuba, Ecuador, France, Germany, Malaysia, Peru, Russian Federation, Spain, Sweden, United States, Venezuela (Bolivarian Republic of)",vittima,2014-08-20,archivio_cfr_2019,"This threat actor targets military, government entities, and telecommunications providers, primarily in Latin America, for the purpose of espionage.",https://www.cfr.org/cyber-operations/machete
Turla,Espionage,Russian Federation,"Armenia, Austria, Belarus, France, Germany, India, Iran (Islamic Republic of), Iraq, Kazakhstan, Netherlands, Poland, Romania, Russian Federation, Saudi Arabia, Tajikistan, United States, Uzbekistan",vittima,2014-08-07,archivio_cfr_2019,"This threat actor targets governments, militaries, and research organizations for espionage purposes.",https://www.cfr.org/cyber-operations/turla
Compromise of U.S. Investigations Services,Espionage,China,United States,vittima,2014-08-06,archivio_cfr_2019,The contractor responsible for security clearance at the U.S. Department of Homeland Security had their networks hacked and employee information was compromised.,https://www.cfr.org/cyber-operations/compromise-of-u-s-investigations-services
Crouching Yeti,Espionage,Russian Federation,"China, France, Germany, Greece, Ireland, Italy, Japan, Poland, Russian Federation, Spain, Turkey, Ukraine, United Kingdom, United States",vittima,2014-07-31,archivio_cfr_2019,"Also known as Bromine. This threat actor targets companies in the education, energy, construction, information technology, and pharmaceutical sectors for the purposes of espionage. It uses malware tailored to target industrial control systems.",https://www.cfr.org/cyber-operations/crouching-yeti
Compromise of Boeing,Espionage,China,United States,vittima,2014-07-12,archivio_cfr_2019,"Su Bin, a Chinese national, pleaded guilty to hacking Boeing and other U.S. defense contractors for the purpose of passing confidential information to the People’s Liberation Army.",https://www.cfr.org/cyber-operations/compromise-of-boeing
Putter Panda,Espionage,China,United States,vittima,2014-06-10,archivio_cfr_2019,"This threat actor targets firms in the technology (communications, space, aerospace), research, defense, and government sectors in the United States for espionage purposes. The tools and infrastructure it uses overlap with PLA Unit 61398.",https://www.cfr.org/cyber-operations/putter-panda
Charming Kitten,Espionage,Iran (Islamic Republic of),"Iraq, Israel, Saudi Arabia, United Kingdom, United States",vittima,,da_estrarre_con_llm,"This threat actor uses watering hole attacks and fake profiles to lure targets from the U.S. government for espionage purposes. Also believed to target scholars who study Iran, human rights organizations, and the media. At least one cybersecurity company claims that Behzah Mesri, who was indicted by the U.S. Department of Justice for compromising the […]",https://www.cfr.org/cyber-operations/charming-kitten
Indictment of PLA officers,Espionage,China,United States,vittima,2014-05-19,archivio_cfr_2019,"In May 2014, the U.S. Department of Justice indicted five members of the People’s Liberation Army (PLA) Unit 61398, a Chinese army unit dedicated to cyber espionage. According to the Department of Justice, Unit 61398 compromised U.S. corporate networks for trade information potentially useful to Chinese state-owned enterprises. The PLA indictments were the most direct […]",https://www.cfr.org/cyber-operations/indictment-of-pla-officers
Saffron Rose,Espionage,Iran (Islamic Republic of),"Iran (Islamic Republic of), United States",vittima,2014-05-12,archivio_cfr_2019,This threat actor is focused on espionage and targets companies within the U.S. defense industrial base and Iranians who use anticensorship technology.,https://www.cfr.org/cyber-operations/saffron-rose
admin@338,Espionage,China,"Hong Kong, United States",vittima,2013-10-31,archivio_cfr_2019,"This threat actor targets prodemocratic activists and organizations in Hong Kong, European and international financial institutions, and a U.S.-based think tank.",https://www.cfr.org/cyber-operations/admin338
Compromise of unclassified U.S. Navy network,Espionage,Iran (Islamic Republic of),United States,vittima,2013-09-27,archivio_cfr_2019,A threat actor compromised an unclassified U.S. Navy computer network for espionage purposes.,https://www.cfr.org/cyber-operations/compromise-of-unclassified-u-s-navy-network
Anchor Panda,Espionage,China,"Australia, Germany, Sweden, United Kingdom, United States",vittima,2013-03-22,archivio_cfr_2019,This threat actor targets government and private sector entities interested in maritime issues in the South China Sea for espionage purposes,https://www.cfr.org/cyber-operations/anchor-panda
PLA Unit 61398,Espionage,China,"Belgium, Canada, France, India, Israel, Japan, Luxembourg, Norway, Singapore, South Africa, Switzerland, Taiwan, United Arab Emirates, United Kingdom, United States",vittima,2013-02-19,archivio_cfr_2019,"U.S. cybersecurity firm Mandiant, later purchased by FireEye, released a report in February 2013 that exposed one of China’s cyber espionage units, Unit 61398. The group, which FireEye called APT 1, is a unit within China’s People’s Liberation Army (PLA) that has been linked to a wide range of cyber operations targeting U.S. private sector […]",https://www.cfr.org/cyber-operations/pla-unit-61398
Compromise of Coca-Cola,Espionage,China,United States,vittima,2012-11-04,archivio_cfr_2019,A threat actor compromised Coca-Cola’s network coinciding with the company’s attempted acquisition of China Huiyuan Juice Group.,https://www.cfr.org/cyber-operations/compromise-of-coca-cola
Denial of service attacks against U.S. banks in 2012–2013,Denial of service,Iran (Islamic Republic of),United States,vittima,2012-09-18,archivio_cfr_2019,"The websites of Bank of America, JPMorgan Chase, Wells Fargo, and other U.S. financial institutions suffered simultaneous outages due to a coordinated denial of service cyberattack in September 2012. Attackers flooded bank servers with junk traffic, preventing users from online banking. An Iranian group called Izz ad-Din al-Qassam Cyber Fighters initially claimed responsibility for the […]",https://www.cfr.org/cyber-operations/denial-of-service-attacks-against-u-s-banks-in-2012-2013
Madi,Espionage,Iran (Islamic Republic of),"Iran (Islamic Republic of), Israel, Pakistan, United States",vittima,2012-07-17,archivio_cfr_2019,"This threat actor compromises engineering firms, government entities, and financial and academic institutions in the United States, Israel, Iran, and Pakistan",https://www.cfr.org/cyber-operations/madi
Flame,Data destruction,"Israel, United States","Austria, Egypt, France, Hungary, Iran (Islamic Republic of), Israel, Lebanon, Russian Federation, Saudi Arabia, Sudan, Syrian Arab Republic, United Arab Emirates",attore,2012-05-28,archivio_cfr_2019,"A threat actor, using a tool called Flame, targeted computers in the Middle East region; the most compromises were in Iran. This compromise gained widespread coverage due to the modular nature of the malware the threat actors used.",https://www.cfr.org/cyber-operations/flame
SabPub,Espionage,China,"France, India, Spain, United Kingdom, United States",vittima,2012-04-16,archivio_cfr_2019,"Malware, believed to be linked to Lucky Cat, that facilitates cyber espionage on activists through spear phishing",https://www.cfr.org/cyber-operations/sabpub
Compromise of the U.S. Chamber of Commerce,Espionage,China,United States,vittima,2011-12-21,archivio_cfr_2019,Threat actors compromised the computer networks of the U.S. Chamber of Commerce,https://www.cfr.org/cyber-operations/compromise-of-the-u-s-chamber-of-commerce
Interference with NASA satellite Landsat 7,Espionage,China,United States,vittima,2011-11-09,archivio_cfr_2019,Recurring interference with a joint NASA-U.S. Geological Survey satellite in 2007 and 2008,https://www.cfr.org/cyber-operations/interference-with-nasa-satellite-landsat-7
Interference with NASA satellite Terra (EOS AM-1),Espionage,China,United States,vittima,2011-11-09,archivio_cfr_2019,Recurring interference with a NASA observation satellite,https://www.cfr.org/cyber-operations/interference-with-nasa-satellite-terra-eos-am-1
Nitro attacks,Espionage,China,"Argentina, Bangladesh, China, Czech Republic, Finland, France, Germany, Hong Kong, India, Korea (Republic of), Netherlands, Singapore, Taiwan, United Kingdom, United States",vittima,2011-10-31,archivio_cfr_2019,A threat actor targeted defense contractors and private companies involved in research and manufacture of chemicals.,https://www.cfr.org/cyber-operations/nitro-attacks
Shady RAT,Espionage,China,"Canada, Germany, Hong Kong, India, Indonesia, Japan, Korea (Republic of), Singapore, Switzerland, Taiwan, United Kingdom, United States, Vietnam",vittima,2011-08-03,archivio_cfr_2019,"A threat actor targeted government entities (primarily in the United States), defense contractors, think tanks, and companies in the advanced information technology and aerospace industries for espionage purposes using a tool called Shady RAT.",https://www.cfr.org/cyber-operations/shady-rat
Compromise of Oak Ridge National Laboratory,Espionage,China,United States,vittima,2011-04-19,archivio_cfr_2019,A compromise at the computer network of Oak Ridge National Laboratory led to the exfiltration of approximately one gigabyte of data and the shutdown of the network.,https://www.cfr.org/cyber-operations/compromise-of-oak-ridge-national-laboratory
Denial of service incident against South Korean and U.S. targets,Denial of service,Korea (Democratic People's Republic of),"Korea (Republic of), United States",vittima,2011-04-09,archivio_cfr_2019,"Dubbed “Ten Days of Rain,” this attack was a ten-day denial of service campaign that targeted websites associated with the South Korean government and U.S. military forces in South Korea.",https://www.cfr.org/cyber-operations/denial-of-service-incident-against-south-korean-and-u-s-targets
Syrian Electronic Army,,Syrian Arab Republic,United States,vittima,,da_estrarre_con_llm,A loosely organized collective of Syrian government–affiliated threat actors that has targeted a wide range of entities since 2011.,https://www.cfr.org/cyber-operations/syrian-electronic-army
Secretary of defense email incident,Espionage,China,United States,vittima,2007-06-22,archivio_cfr_2019,"A DDoS and defacement attack targeted Estonian government websites, news outlets, and financial institutions.",https://www.cfr.org/cyber-operations/secretary-of-defense-email-incident
Compromise of National Defense University,Espionage,China,United States,vittima,2007-01-12,archivio_cfr_2019,"During routine maintenance, the National Defense University discovered malware that gave threat actors persistent access to its network.",https://www.cfr.org/cyber-operations/compromise-of-national-defense-university
Compromise at U.S. Naval War College,Espionage,China,United States,vittima,2006-12-04,archivio_cfr_2019,This undefined cyber incident at the U.S. Naval War College led the college to shut down its internal- and external-facing computer networks.,https://www.cfr.org/cyber-operations/compromise-at-u-s-naval-war-college
Compromise of the Pentagon’s NIPRNet,Espionage,China,United States,vittima,2006-08-17,archivio_cfr_2019,Threat actors accessed unclassified information and email and probed the Pentagon network.,https://www.cfr.org/cyber-operations/compromise-of-the-pentagons-niprnet
Compromise at the State Department,Espionage,China,United States,vittima,2006-07-11,archivio_cfr_2019,Threat actors exfiltrated sensitive but unclassified information.,https://www.cfr.org/cyber-operations/compromise-at-the-state-department
Titan Rain,Espionage,China,"United Kingdom, United States",vittima,2005-08-25,archivio_cfr_2019,"Titan Rain was a string of cyber operations that compromised a number of agencies within the U.S. and UK government. Chinese state-sponsored actors are suspected of breaching the unclassified networks of the U.S. Departments of State, Homeland Security, and Energy, and UK defense and foreign ministries. Although the attacks were first publicly revealed in 2005, […]",https://www.cfr.org/cyber-operations/titan-rain
